organization_name,satellite_id
Shanghai Academy of Spaceflight Technology (SAST),833
China National Academy of Sciences (CNSAS),834
Shanghai Academy of Spaceflight Technology (SAST),834
China National Academy of Sciences (CNSAS),835
Shanghai Academy of Spaceflight Technology (SAST),835
China National Academy of Sciences (CNSAS),836
Shanghai Academy of Spaceflight Technology (SAST),836
China National Academy of Sciences (CNSAS),837
Shanghai Academy of Spaceflight Technology (SAST),837
China National Academy of Sciences (CNSAS),838
Shanghai Academy of Spaceflight Technology (SAST),838
China National Academy of Sciences (CNSAS),839
Shanghai Academy of Spaceflight Technology (SAST),839
China Academy of Space Technology (CAST),840
State Oceanic Administration (SOA),840
China Academy of Space Technology (CAST),841
"China's Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture",841
China Academy of Space Technology (CAST),842
"China's Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture",842
China Aerospace Science and Technology Corp. (CASC),843
China National Academy of Sciences (CNSAS),843
China National Academy of Sciences (CNSAS),844
Shanghai Academy of Spaceflight Technology (SAST),844
China Academy of Space Technology (CAST),845
Ministry of Housing and Urban-Rural Development,845
Ministry of Natural Resources,845
National Bureau of Statistics,845
People's Liberation Army (C41),846
Shanghai Academy of Spaceflight Technology (SAST),846
China National Academy of Sciences (CNSAS),847
Shanghai Academy of Spaceflight Technology (SAST),847
China National Academy of Sciences (CNSAS),848
Shanghai Academy of Spaceflight Technology (SAST),848
China National Academy of Sciences (CNSAS),849
Shanghai Academy of Spaceflight Technology (SAST),849
China National Academy of Sciences (CNSAS),850
Shanghai Academy of Spaceflight Technology (SAST),850
China National Academy of Sciences (CNSAS),851
Shanghai Academy of Spaceflight Technology (SAST),851
China Academy of Space Technology (CAST),852
"China's Ministry of Land and Resources, Ministry of Environmental Protection, and Ministry of Agriculture",852
ISS Reshetnev,853
Ministry of Defense,853
GomSpace,854
GomSpace ApS,854
University of Aalborg,854
Japan Aerospace Exploration Agency (JAXA),855
Air Force Research Laboratory,856
Globalstar,856
Air Force Research Laboratory,857
NearSpace Launch,857
Chinese Academy of Sciences,858
Shanghai Institute of Microsatellite Innovation,858
Chinese Academy of Sciences,859
Shanghai Institute of Microsatellite Innovation,859
Bigelow Aerospace,860
Bigelow Aerospace,861
ISS Reshetnev,862
Ministry of Defense,862
ISS Reshetnev,863
Ministry of Defense,863
DigitalGlobe Corporation,864
General Dynamics,864
Korea Aerospace Research Institute (KARI),865
Korea Meteorological Administration,865
National Meteorological Satellite Center,865
Korea Aerospace Research Institute (KARI),866
Korea Meteorological Administration,866
National Meteorological Satellite Center,866
ESA,867
Goddard Space Flight Center,867
Institute of Space and Astronautical Science (ISAS),867
NASA,867
AIVT by ISISSpace,868
Marshall Intec,868
GHGSat,869
"GHGSat, Inc.",869
GHGSat,870
"GHGSat, Inc.",870
"GHGSat, Inc.",871
Space Flight Laboratory,871
"University of Toronto, Institute for Aerospace Studies",871
Japan Aerospace Exploration Agency (JAXA),872
Globalstar,873
Loral,873
Space Systems,873
Alenia Aerospazio,874
Globalstar,874
Loral,874
Space Systems,874
Alenia Aerospazio,875
Globalstar,875
Loral,875
Space Systems,875
Alenia Aerospazio,876
Globalstar,876
Loral,876
Space Systems,876
Alenia Aerospazio,877
Globalstar,877
Loral,877
Space Systems,877
Alenia Aerospazio,878
Globalstar,878
Loral,878
Space Systems,878
Alenia Aerospazio,879
Globalstar,879
Loral,879
Space Systems,879
Alenia Aerospazio,880
Globalstar,880
Loral,880
Space Systems,880
Globalstar,881
Thales Alenia Space,881
Globalstar,882
Thales Alenia Space,882
Globalstar,883
Thales Alenia Space,883
Globalstar,884
Thales Alenia Space,884
Globalstar,885
Thales Alenia Space,885
Globalstar,886
Thales Alenia Space,886
Globalstar,887
Thales Alenia Space,887
Globalstar,888
Thales Alenia Space,888
Globalstar,889
Thales Alenia Space,889
Globalstar,890
Thales Alenia Space,890
Globalstar,891
Thales Alenia Space,891
Globalstar,892
Thales Alenia Space,892
Globalstar,893
Thales Alenia Space,893
Globalstar,894
Thales Alenia Space,894
Globalstar,895
Thales Alenia Space,895
Globalstar,896
Thales Alenia Space,896
Globalstar,897
Thales Alenia Space,897
Globalstar,898
Thales Alenia Space,898
Globalstar,899
Thales Alenia Space,899
Globalstar,900
Thales Alenia Space,900
Globalstar,901
Thales Alenia Space,901
Globalstar,902
Thales Alenia Space,902
Globalstar,903
Thales Alenia Space,903
Globalstar,904
Thales Alenia Space,904
ISS Reshetnev,905
Ministry of Defense,905
ISS Reshetnev,906
Ministry of Defense,906
ISS Reshetnev,907
Ministry of Defense,907
ISS Reshetnev,908
Ministry of Defense,908
ISS Reshetnev,909
Ministry of Defense,909
ISS Reshetnev,910
Ministry of Defense,910
ISS Reshetnev,911
Ministry of Defense,911
ISS Reshetnev,912
Ministry of Defense,912
ISS Reshetnev,913
Ministry of Defense,913
ISS Reshetnev,914
Ministry of Defense,914
ISS Reshetnev,915
Ministry of Defense,915
ISS Reshetnev,916
Ministry of Defense,916
ISS Reshetnev,917
Ministry of Defense,917
ISS Reshetnev,918
Ministry of Defense,918
ISS Reshetnev,919
Ministry of Defense,919
ISS Reshetnev,920
Ministry of Defense,920
ISS Reshetnev,921
Ministry of Defense,921
ISS Reshetnev,922
Ministry of Defense,922
ISS Reshetnev,923
Ministry of Defense,923
ISS Reshetnev,924
Ministry of Defense,924
ISS Reshetnev,925
Ministry of Defense,925
ISS Reshetnev,926
Ministry of Defense,926
ISS Reshetnev,927
Ministry of Defense,927
ISS Reshetnev,928
Ministry of Defense,928
ISS Reshetnev,929
Ministry of Defense,929
ISS Reshetnev,930
Ministry of Defense,930
ISS Reshetnev,931
Ministry of Defense,931
ISS Reshetnev,932
Ministry of Defense,932
OHB SE (Orbitale Hochtechnologie Bremen),933
OHB System-AG,933
Blue Canyon Technologies,934
PlanetiQ,934
Blue Canyon Technologies,935
PlanetiQ,935
Blue Canyon Technologies,936
PlanetiQ,936
Boeing Satellite Systems,937
US Air Force,937
Boeing Satellite Systems,938
NOAA (National Oceanographic and Atmospheric Administration),938
Boeing Satellite Systems,939
NOAA (National Oceanographic and Atmospheric Administration),939
Lockheed Martin Missiles & Space,940
NOAA (National Oceanographic and Atmospheric Administration),940
Lockheed Martin Missiles & Space,941
NOAA (National Oceanographic and Atmospheric Administration),941
Lockheed Martin Missiles & Space,942
NOAA (National Oceanographic and Atmospheric Administration),942
Thales Alenia Space,943
Turkish Ministry of National Defense,943
TÜBİTAK Space Technologies Research Institute,944
Turkish Aerospace Industries,944
Turkish Ministry of National Defense,944
"Beijing ZeroG Space Technology Co., Ltd.",945
Hong Kong Aerospace Technology Group,945
Hong Kong Aerospace Technology Group,946
Zhongke Xingrui,946
GomSpace,947
GomSpace ApS,947
GomSpace,948
GomSpace ApS,948
Gonets Satcom,949
ISS Reshetnev,949
Gonets Satcom,950
ISS Reshetnev,950
Gonets Satcom,951
ISS Reshetnev,951
Gonets Satcom,952
ISS Reshetnev,952
Gonets Satcom,953
ISS Reshetnev,953
Gonets Satcom,954
ISS Reshetnev,954
Gonets Satcom,955
ISS Reshetnev,955
Gonets Satcom,956
ISS Reshetnev,956
Gonets Satcom,957
ISS Reshetnev,957
Gonets Satcom,958
ISS Reshetnev,958
Gonets Satcom,959
ISS Reshetnev,959
Gonets Satcom,960
ISS Reshetnev,960
Gonets Satcom,961
ISS Reshetnev,961
Gonets Satcom,962
ISS Reshetnev,962
Gonets Satcom,963
ISS Reshetnev,963
Gonets Satcom,964
ISS Reshetnev,964
Gonets Satcom,965
ISS Reshetnev,965
Gonets Satcom,966
ISS Reshetnev,966
"JAXA, Ministry of Environment, National Institute of Environmental Studies",967
Mitsubishi Electric,967
Lunasonde,968
LuxGovSat,969
Orbital ATK,969
Goddard Space Flight Center,970
JAXA,970
NASA,970
National Aeronautics and Space Administration (NASA),970
Airbus,971
German Research Centre for Geosciences (GFZ),971
NASA,971
NASA Jet Propulsion Laboratory,971
Airbus,972
German Research Centre for Geosciences (GFZ),972
NASA,972
NASA Jet Propulsion Laboratory,972
Japan Aerospace Exploration Agency (JAXA),973
Mitsubishi Electric,973
Axelspace,974
Axelspace,975
Axelspace,976
Axelspace,977
Axelspace,978
Indian Space Research Organization (ISRO),979
Indian Space Research Organization (ISRO),980
Indian Space Research Organization (ISRO),981
Indian Space Research Organization (ISRO),982
Indian Space Research Organization (ISRO),983
Indian Space Research Organization (ISRO),984
Indian Space Research Organization (ISRO),985
Indian Space Research Organization (ISRO),986
Indian Space Research Organization (ISRO),987
Indian Space Research Organization (ISRO),988
Indian Space Research Organization (ISRO),989
Indian Space Research Organization (ISRO),990
Indian Space Research Organization (ISRO),991
Indian Navy,992
Indian Space Research Organization (ISRO),992
Indian Air Force,993
Indian Space Research Organization (ISRO),993
Indian Space Research Organization (ISRO),994
Air Force Satellite Control Network,995
Orbital Sciences Corp.,995
Air Force Satellite Control Network,996
Orbital ATK,996
Air Force Satellite Control Network,997
Orbital ATK,997
Air Force Satellite Control Network,998
Northrup Grumman,998
Air Force Satellite Control Network,999
Northrup Grumman,999
Kyushu Institute of Technology,1000
Kyushu Institute of Technology (KIT),1000
Paraguayan Space Agency,1000
TSEPT,1001
U.S. Army’s Space and Missile Defense Command,1001
TSEPT,1002
U.S. Army's Space and Missile Defense Command,1002
U.S. Army’s Space and Missile Defense Command,1002
Army Space and Missile Defense Command,1003
Department of Defense,1003
TSEPT,1003
U.S. Army’s Space and Missile Defense Command,1003
Sanya Institute of Remote Sensing,1004
Shenzhen Aerospace Dongfanghong Satellite Co. Ltd.,1004
Sanya Institute of Remote Sensing,1005
Shenzhen Aerospace Dongfanghong Satellite Co. Ltd.,1005
Aerospace Dongfanghong Satellite Co. Ltd. (CASC),1006
Aerospace Dongfanghong Satellite Co. Ltd. {CASC),1006
Xiamen University,1006
China Academy of Space Technology (CAST),1007
State Oceanic Administration (SOA),1007
DFH Satellite Co. Ltd.,1008
State Oceanic Administration (SOA),1008
China Academy of Space Technology (CAST),1009
State Oceanic Administration (SOA),1009
China Academy of Space Technology (CAST),1010
State Oceanic Administration (SOA),1010
China Academy of Space Technology (CAST),1011
State Oceanic Administration (SOA),1011
China Academy of Space Technology (CAST),1012
State Oceanic Administration (SOA),1012
Department of Defense,1013
Space Test Program,1013
Unknown,1013
"Hunan Hangsheng Satellite Technology Co., Ltd.",1014
US Army Space and Missile Defense Command,1015
York Space Systems,1015
HawkEye 360,1016
HawkEye 361,1016
Unitas SFL,1016
HawkEye 360,1017
HawkEye 362,1017
Unitas SFL,1017
HawkEye 360,1018
Unitas SFL,1018
HawkEye 360,1019
HawkEye 365,1019
Unitas SFL,1019
HawkEye 360,1020
HawkEye 363,1020
Unitas SFL,1020
HawkEye 360,1021
HawkEye 364,1021
Unitas SFL,1021
HawkEye 360,1022
HawkEye 367,1022
Unitas SFL,1022
HawkEye 360,1023
HawkEye 366,1023
Unitas SFL,1023
HawkEye 360,1024
HawkEye 368,1024
Unitas SFL,1024
GomSpace,1025
HawkEye 360,1025
Unitas SFL,1025
GomSpace,1026
HawkEye 360,1026
Unitas SFL,1026
GomSpace,1027
HawkEye 360,1027
Unitas SFL,1027
HEAD Aerospace,1028
Shanghai Academy of Spaceflight Technology (SAST),1028
HEAD Aerospace,1029
HEAD Aerospace,1030
HEAD Aerospace,1031
HEAD Aerospace,1032
HEAD Aerospace,1033
HEAD Aerospace,1034
Centre National d'Etudes Spatiales (CNES),1035
Délégation Générale de l'Armement (DGA),1035
EADS Astrium,1035
Centre National d'Etudes Spatiales (CNES),1036
Délégation Générale de l'Armement (DGA),1036
EADS Astrium,1036
Astrium,1037
Hellas-Sat Consortium Ltd.,1037
Hellas-Sat Consortium Ltd.,1038
INMARSAT,1038
Thales Alenia Space,1038
Hellas-Sat Consortium Ltd.,1039
Lockheed Martin Missiles & Space,1039
NASA,1040
"Space Sciences Laboratory, UC Berkeley",1040
"Spectrum Astro, Inc.",1040
Tokyo Institute of Technology,1041
Hiber Global,1042
Hiber Global,1043
Hiber Global,1044
Hiber Global,1045
Japan Meteorological Agency,1046
Meteorological Satellite Center (MSC),1046
Mitsubishi Electric,1046
Japan Meteorological Agency,1047
Meteorological Satellite Center (MSC),1047
Mitsubishi Electric,1047
Institute of Space and Aeronautical Science,1048
"Institute of Space and Aeronautical Science, University of Tokyo",1048
NASA,1048
Japan Aerospace Exploration Agency (JAXA),1049
NEC Corporation,1049
Spacety,1050
Alcatel Space Industries,1051
Hispasat,1051
Hispasat,1052
Loral,1052
Space Systems,1052
Hispasat,1053
Loral,1053
Space Systems,1053
Hispasat,1054
OHB System-AG,1054
China Academy of Space Technology (CAST),1055
DFH Satellite Co. Ltd.,1055
National Remote Sensing Center (NRSCC),1055
China Academy of Space Technology (CAST),1056
DFH Satellite Co. Ltd.,1056
National Remote Sensing Center (NRSCC),1056
China Academy of Space Technology (CAST),1057
DFH Satellite Co. Ltd.,1057
National Committee for Disaster Reduction and State Environmental Protection,1057
China Academy of Space Technology (CAST),1058
China Centre for Resources Satellite Data and Application (CRESDA),1058
DFH Satellite Co. Ltd.,1058
China Academy of Space Technology (CAST),1059
China Centre for Resources Satellite Data and Application (CRESDA),1059
DFH Satellite Co. Ltd.,1059
University of Tokyo,1060
University of Tokyo and NESTRA,1060
University of Tokyo,1061
University of Tokyo and NESTRA,1061
China Aerospace Science and Technology Corp. (CASC),1062
China Aerospace Science and Technology Corporation (CASC),1062
China Aerospace Science and Industry Corporation (CASIC),1063
"Horizons 2 Satellite, LLC (Intelsat, Sky Perfect JSAT Corporation)",1064
Orbital Sciences Corp.,1064
Boeing,1065
"Horizons 2 Satellite, LLC (Intelsat, Sky Perfect JSAT Corporation)",1065
Kyushu Institute of Technology (KIT),1066
Harris Corporation,1067
Shanghai Lizheng Satellite Application Technology,1068
European Space Agency (ESA),1069
NASA,1069
Huaian Youth Comprehensive Development Base,1070
National Space Science Center (NSSC),1071
"Avanti Communications, PLC",1072
EADS Astrium,1072
"Avanti Communications, PLC",1073
Orbital Sciences Corp.,1073
"Avanti Communications, PLC",1074
Orbital Sciences Corp.,1074
Indian Space Research Organization (ISRO),1075
National Aeronautics and Space Administration (NASA),1076
Northrup Grumman Information Systems,1076
ICEYE Ltd.,1077
ICEYE Ltd.,1078
ICEYE Ltd.,1079
ICEYE Ltd.,1080
ICEYE Ltd.,1081
ICEYE Ltd.,1082
ICEYE Ltd.,1083
ICEYE Ltd.,1084
ICEYE Ltd.,1085
ICEYE Ltd.,1086
ICEYE Ltd.,1087
ICEYE Ltd.,1088
ICEYE Ltd.,1089
ICEYE Ltd.,1090
ICEYE Ltd.,1091
National Aeronautics and Space Administration (NASA),1092
Cabinet Satellite Intelligence Center (CSIC),1093
Mitsubishi Electric,1093
Cabinet Satellite Intelligence Center (CSIC),1094
Mitsubishi Electric,1094
Cabinet Satellite Intelligence Center (CSIC),1095
Mitsubishi Electric,1095
Cabinet Satellite Intelligence Center (CSIC),1096
Mitsubishi Electric,1096
Cabinet Satellite Intelligence Center (CSIC),1097
Mitsubishi Electric,1097
Cabinet Satellite Intelligence Center (CSIC),1098
Mitsubishi,1098
Toshiba,1098
Cabinet Satellite Intelligence Center (CSIC),1099
Mitsubishi,1099
Toshiba,1099
Cabinet Satellite Intelligence Center (CSIC),1100
Mitsubishi,1100
Toshiba,1100
Cabinet Satellite Intelligence Center (CSIC),1101
Mitsubishi Electric,1101
Cabinet Satellite Intelligence Center (CSIC),1102
Mitsubishi Electric,1102
Cabinet Satellite Intelligence Center (CSIC),1103
Mitsubishi Electric,1103
National Reconnaissance Laboratory,1104
National Reconnaissance Office (NRO),1104
National Reconnaissance Laboratory,1105
National Reconnaissance Office (NRO),1105
National Reconnaissance Laboratory,1106
National Reconnaissance Office (NRO),1106
National Reconnaissance Laboratory,1107
National Reconnaissance Office (NRO),1107
"INMARSAT, Ltd.",1108
Lockheed Martin Commercial Space Systems,1108
"INMARSAT, Ltd.",1109
Lockheed Martin Commercial Space Systems,1109
EADS Astrium,1110
"INMARSAT, Ltd.",1110
EADS Astrium,1111
"INMARSAT, Ltd.",1111
EADS Astrium,1112
"INMARSAT, Ltd.",1112
Astrium,1113
European Space Agency (ESA),1113
"INMARSAT, Ltd.",1113
Boeing Corp.,1114
"INMARSAT, Ltd.",1114
Boeing Corp.,1115
"INMARSAT, Ltd.",1115
Boeing Corp.,1116
"INMARSAT, Ltd.",1116
Boeing Corp.,1117
"INMARSAT, Ltd.",1117
"INMARSAT, Ltd.",1118
Thales Alenia Space,1118
Airbus Defence and Space,1119
"INMARSAT,Ltd.",1119
Astronautic Technology Sdn. Bhd (ATSB),1120
ATSB,1120
Indian Space Research Organization (ISRO),1121
ISRO Satellite Center,1121
Indian Space Research Organization (ISRO),1122
ISRO Satellite Center,1122
Indian Space Research Organization (ISRO),1123
ISRO Satellite Center,1123
Indian Space Research Organization (ISRO),1124
ISRO Satellite Center,1124
Indian Space Research Organization (ISRO),1125
ISRO Satellite Center,1125
Indian Space Research Organization (ISRO),1126
ISRO Satellite Center,1126
Indian Institute of Space Science and Technology,1127
University of Colorado’s Laboratory for Atmospheric and Space Physics,1127
Alenia Aerospazio (and 28 subcontractors),1128
European Space Operations Centre (ESOC),1128
NASA,1128
Russia,1128
Boeing Satellite Systems,1129
PanAmSat (Intelsat S.A.),1129
EADS Astrium,1130
Intelsat S.A.,1130
Orbital Sciences Corp.,1131
PanAmSat (Intelsat S.A.),1131
Alcatel Space Industries,1132
Intelsat S.A.,1132
Intelsat S.A.,1133
Loral,1133
Space Systems,1133
Intelsat S.A. ,1134
Orbital Sciences Corp.,1134
Sky Perfect JSAT Corp.,1134
Intelsat S.A.,1135
Orbital Sciences Corp.,1135
Intelsat S.A.,1136
Loral,1136
Space Systems,1136
Intelsat S.A.,1137
Orbital Sciences Corp.,1137
Intelsat S.A.,1138
Loral,1138
Space Systems,1138
Boeing Satellite Systems,1139
PanAmSat (Intelsat S.A.),1139
Intelsat S.A.,1140
Loral,1140
Space Systems,1140
Boeing Satellite Systems,1141
Intelsat S.A.,1141
Boeing Space & Intelligence Systems,1142
Intelsat S.A.,1142
Intelsat S.A.,1143
Orbital Sciences Corp.,1143
Intelsat S.A.,1144
Loral,1144
Space Systems,1144
Intelsat S.A.,1145
Loral,1145
Space Systems,1145
Intelsat S.A.,1146
Loral,1146
Space Systems,1146
Boeing Satellite Systems,1147
Intelsat S.A.,1147
Intelsat S.A.,1148
Loral,1148
Space Systems,1148
Boeing Satellite Systems,1149
Intelsat S.A.,1149
Intelsat S.A.,1150
Loral,1150
Space Systems,1150
Boeing Satellite Systems,1151
Intelsat S.A.,1151
Intelsat S.A.,1152
Maxar Technologies,1152
Hughes Space and Communications Co.,1153
Intelsat S.A.,1153
Hughes Space and Communications Co.,1154
PanAmSat (Intelsat S.A.),1154
Intelsat S.A.,1155
Lockheed Martin Commercial Space Systems,1155
Intelsat S.A.,1156
Loral,1156
Space Systems,1156
Intelsat S.A.,1157
Loral,1157
Space Systems,1157
Intelsat S.A.,1158
Loral,1158
Space Systems,1158
Intelsat S.A.,1159
Loral,1159
Space Systems,1159
Intelsat S.A.,1160
Orbital Sciences Corp.,1160
Boeing Satellite Systems (prime),1161
Multinational,1161
National Aeronautics and Space Administration (NASA),1161
Goddard Space Flight Center,1162
National Aeronautics and Space Administration (NASA),1162
Orbital Sciences Corp.,1162
D-Orbit,1163
"Iridium Communications, Inc.",1164
Orbital ATK,1164
Thales Alenia Space,1164
"Iridium Communications, Inc.",1165
Orbital ATK,1165
Thales Alenia Space,1165
"Iridium Communications, Inc.",1166
Orbital ATK,1166
Thales Alenia Space,1166
"Iridium Communications, Inc.",1167
Orbital ATK,1167
Thales Alenia Space,1167
"Iridium Communications, Inc.",1168
Orbital ATK,1168
Thales Alenia Space,1168
"Iridium Communications, Inc.",1169
Orbital ATK,1169
Thales Alenia Space,1169
"Iridium Communications, Inc.",1170
Orbital ATK,1170
Thales Alenia Space,1170
"Iridium Communications, Inc.",1171
Orbital ATK,1171
Thales Alenia Space,1171
"Iridium Communications, Inc.",1172
Orbital ATK,1172
Thales Alenia Space,1172
"Iridium Communications, Inc.",1173
Orbital ATK,1173
Thales Alenia Space,1173
"Iridium Communications, Inc.",1174
Orbital ATK,1174
Thales Alenia Space,1174
"Iridium Communications, Inc.",1175
Orbital ATK,1175
Thales Alenia Space,1175
"Iridium Communications, Inc.",1176
Orbital ATK,1176
Thales Alenia Space,1176
"Iridium Communications, Inc.",1177
Orbital ATK,1177
Thales Alenia Space,1177
"Iridium Communications, Inc.",1178
Orbital ATK,1178
Thales Alenia Space,1178
"Iridium Communications, Inc.",1179
Orbital ATK,1179
Thales Alenia Space,1179
"Iridium Communications, Inc.",1180
Orbital ATK,1180
Thales Alenia Space,1180
"Iridium Communications, Inc.",1181
Orbital ATK,1181
Thales Alenia Space,1181
"Iridium Communications, Inc.",1182
Orbital ATK,1182
Thales Alenia Space,1182
"Iridium Communications, Inc.",1183
Orbital ATK,1183
Thales Alenia Space,1183
"Iridium Communications, Inc.",1184
Orbital ATK,1184
Thales Alenia Space,1184
"Iridium Communications, Inc.",1185
Orbital ATK,1185
Thales Alenia Space,1185
"Iridium Communications, Inc.",1186
Orbital ATK,1186
Thales Alenia Space,1186
"Iridium Communications, Inc.",1187
Orbital ATK,1187
Thales Alenia Space,1187
"Iridium Communications, Inc.",1188
Orbital ATK,1188
Thales Alenia Space,1188
"Iridium Communications, Inc.",1189
Orbital ATK,1189
Thales Alenia Space,1189
"Iridium Communications, Inc.",1190
Orbital ATK,1190
Thales Alenia Space,1190
"Iridium Communications, Inc.",1191
Orbital ATK,1191
Thales Alenia Space,1191
"Iridium Communications, Inc.",1192
Orbital ATK,1192
Thales Alenia Space,1192
"Iridium Communications, Inc.",1193
Orbital ATK,1193
Thales Alenia Space,1193
"Iridium Communications, Inc.",1194
Orbital ATK,1194
Thales Alenia Space,1194
"Iridium Communications, Inc.",1195
Orbital ATK,1195
Thales Alenia Space,1195
"Iridium Communications, Inc.",1196
Orbital ATK,1196
Thales Alenia Space,1196
"Iridium Communications, Inc.",1197
Orbital ATK,1197
Thales Alenia Space,1197
"Iridium Communications, Inc.",1198
Orbital ATK,1198
Thales Alenia Space,1198
"Iridium Communications, Inc.",1199
Orbital ATK,1199
Thales Alenia Space,1199
"Iridium Communications, Inc.",1200
Orbital ATK,1200
Thales Alenia Space,1200
"Iridium Communications, Inc.",1201
Orbital ATK,1201
Thales Alenia Space,1201
"Iridium Communications, Inc.",1202
Orbital ATK,1202
Thales Alenia Space,1202
"Iridium Communications, Inc.",1203
Orbital ATK,1203
Thales Alenia Space,1203
"Iridium Communications, Inc.",1204
Orbital ATK,1204
Thales Alenia Space,1204
"Iridium Communications, Inc.",1205
Orbital ATK,1205
Thales Alenia Space,1205
"Iridium Communications, Inc.",1206
Orbital ATK,1206
Thales Alenia Space,1206
"Iridium Communications, Inc.",1207
Orbital ATK,1207
Thales Alenia Space,1207
"Iridium Communications, Inc.",1208
Orbital ATK,1208
Thales Alenia Space,1208
"Iridium Communications, Inc.",1209
Orbital ATK,1209
Thales Alenia Space,1209
"Iridium Communications, Inc.",1210
Orbital ATK,1210
Thales Alenia Space,1210
"Iridium Communications, Inc.",1211
Orbital ATK,1211
Thales Alenia Space,1211
"Iridium Communications, Inc.",1212
Orbital ATK,1212
Thales Alenia Space,1212
"Iridium Communications, Inc.",1213
Orbital ATK,1213
Thales Alenia Space,1213
"Iridium Communications, Inc.",1214
Orbital ATK,1214
Thales Alenia Space,1214
"Iridium Communications, Inc.",1215
Orbital ATK,1215
Thales Alenia Space,1215
"Iridium Communications, Inc.",1216
Orbital ATK,1216
Thales Alenia Space,1216
"Iridium Communications, Inc.",1217
Orbital ATK,1217
Thales Alenia Space,1217
"Iridium Communications, Inc.",1218
Orbital ATK,1218
Thales Alenia Space,1218
"Iridium Communications, Inc.",1219
Orbital ATK,1219
Thales Alenia Space,1219
"Iridium Communications, Inc.",1220
Orbital ATK,1220
Thales Alenia Space,1220
"Iridium Communications, Inc.",1221
Orbital ATK,1221
Thales Alenia Space,1221
"Iridium Communications, Inc.",1222
Orbital ATK,1222
Thales Alenia Space,1222
"Iridium Communications, Inc.",1223
Orbital ATK,1223
Thales Alenia Space,1223
"Iridium Communications, Inc.",1224
Orbital ATK,1224
Thales Alenia Space,1224
"Iridium Communications, Inc.",1225
Orbital ATK,1225
Thales Alenia Space,1225
"Iridium Communications, Inc.",1226
Orbital ATK,1226
Thales Alenia Space,1226
"Iridium Communications, Inc.",1227
Orbital ATK,1227
Thales Alenia Space,1227
"Iridium Communications, Inc.",1228
Orbital ATK,1228
Thales Alenia Space,1228
"Iridium Communications, Inc.",1229
Orbital ATK,1229
Thales Alenia Space,1229
"Iridium Communications, Inc.",1230
Orbital ATK,1230
Thales Alenia Space,1230
"Iridium Communications, Inc.",1231
Orbital ATK,1231
Thales Alenia Space,1231
"Iridium Communications, Inc.",1232
Orbital ATK,1232
Thales Alenia Space,1232
"Iridium Communications, Inc.",1233
Orbital ATK,1233
Thales Alenia Space,1233
"Iridium Communications, Inc.",1234
Orbital ATK,1234
Thales Alenia Space,1234
"Iridium Communications, Inc.",1235
Orbital ATK,1235
Thales Alenia Space,1235
"Iridium Communications, Inc.",1236
Orbital ATK,1236
Thales Alenia Space,1236
"Iridium Communications, Inc.",1237
Orbital ATK,1237
Thales Alenia Space,1237
"Iridium Communications, Inc.",1238
Orbital ATK,1238
Thales Alenia Space,1238
Lockheed Martin Space Systems Advanced Technology Center (ATC),1239
National Aeronautics and Space Administration (NASA),1239
Indian Space Research Organization (ISRO),1240
ISRO Satellite Center,1240
Indian Space Research Organization (ISRO),1241
ISRO Satellite Center,1241
Indian Space Research Organization (ISRO),1242
ISRO Satellite Center,1242
Indian Space Research Organization (ISRO),1243
ISRO Satellite Center,1243
Indian Space Research Organization (ISRO),1244
ISRO Satellite Center,1244
Indian Space Research Organization (ISRO),1245
IRSO Satellite Center,1245
Indian Space Research Organization (ISRO),1246
IRSO Satellite Center,1246
Indian Space Research Organization (ISRO),1247
IRSO Satellite Center,1247
Indian Space Research Organization (ISRO),1248
ISRO Satellite Center,1248
NASA Small Satellite Technology Program,1249
German Orbital Systems,1250
iSky Technology,1250
CalPoly,1251
NASA,1251
SRI International,1251
ITU Space Systems Design & Test Laboratory,1252
Ball Aerospace,1253
National Aeronautics and Space Administration (NASA),1253
German Orbital Systems,1254
Radio Amateur Society of Thailand (RAST),1254
Centre National d'Etudes Spatiales (CNES),1255
EUMETSAT,1255
National Aeronautics and Space Administration (NASA),1255
NOAA,1255
Thales Alenia Space,1255
Lockheed Martin Commercial Space Systems,1256
Sky Perfect JSAT Corporation,1256
Lockheed Martin Commercial Space Systems,1257
Sky Perfect JSAT Corporation,1257
Loral,1258
Sky Perfect JSAT Corporation,1258
Space Systems,1258
Loral,1259
Sky Perfect JSAT Corporation,1259
Space Systems,1259
Loral,1260
Sky Perfect JSAT Corporation,1260
Space Systems,1260
Lockheed Martin Commercial Space Systems,1261
Sky Perfect JSAT Corporation,1261
Boeing Satellite Systems,1262
Kacific,1262
Sky Perfect JSAT Corporation,1262
Boeing Satellite Systems,1263
Sky Perfect JSAT Corporation,1263
Lockheed Martin Commercial Space Systems,1264
Sky Perfect JSAT Corporation,1264
Lockheed Martin Commercial Space Systems,1265
Sky Perfect JSAT Corporation,1265
Shanghai Ok Space Co Ltd.,1266
Space OK (Shanghai Ok Space Co Ltd.),1266
Chang Guang Satellite Technology Co. Ltd.,1267
Chang Guang Satellite Technology Co. Ltd.,1268
Chang Guang Satellite Technology Co. Ltd.,1269
Chang Guang Satellite Technology Co. Ltd.,1270
Chang Guang Satellite Technology Co. Ltd.,1271
